Event ID,Element,Energy Level,Flux Time Series,Target Label
302,O,1,"[-1.         -1.         -1.          0.70236907  0.74241715  0.7234601
  0.81713371  0.82529729  0.86961794  0.90219729  0.90781268  0.92952946
  0.92642208  0.95730576  0.94324481  0.88456831  0.94303838  1.
  0.98798109  0.92661532  0.95017849  0.96587816  0.94883736  0.98417294
  0.94362847  0.98290115  0.94245373  0.95911127  0.94904251  0.93636804
  0.90171911  0.88717415  0.94566496  0.89129554  0.84675486  0.86084476
  0.8615224   0.81830462  0.85167271  0.85124596  0.83715833  0.70578169
  0.74218488  0.75644125  0.74019746  0.72389966  0.72505515  0.74267559
  0.68409998  0.65478176  0.72394792  0.78205253  0.46878033  0.55824481
  0.69679609  0.68151894  0.64761969  0.61540042 -1.          0.67970246
  0.47565201  0.61551178  0.6155826   0.46844429  0.46866894  0.61328672
  0.56593546  0.65435491  0.56609108  0.68033944  0.60724407  0.65156476
  0.46765576  0.61280712  0.61525855  0.61005014  0.47554637  0.61258478
  0.5615157   0.61000792  0.5651396   0.4675434   0.64761969  0.61049795
  0.65156476  0.5574556   0.46627698 -1.         -1.         -1.
  0.4730774  -1.          0.46537534 -1.         -1.         -1.
  0.47296964 -1.          0.46537534 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.46526099 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]",1
262,C,3,"[ 0.85514278  0.86836921  0.90602     0.94933145  0.92778621  0.95540263
  0.96320323  0.98686422  0.99674256  1.          0.95785517  0.99772344
  0.97209494  0.94885248  0.94658654  0.94386038  0.94581758  0.94941508
  0.92047371  0.95819991  0.92880172  0.86992376  0.88377683  0.83965387
  0.87408843  0.86253017  0.84596311  0.7637836   0.79914122  0.74362181
  0.7113622   0.75677672  0.74931971  0.70538682  0.72272761  0.66477566
  0.64968425  0.67787989  0.6622226   0.52635214  0.55741066  0.55841026
 -1.          0.47509677  0.39473647  0.586403    0.47003993  0.60745059
  0.38728403  0.39414717  0.47087565  0.47422894  0.47757466  0.55786882
 -1.          0.52649451  0.38629709  0.39321016 -1.          0.47383851
 -1.          0.38629709 -1.         -1.          0.55580259  0.39345995
 -1.          0.55392741  0.47392402  0.3865666  -1.         -1.
  0.58360218 -1.          0.46952811  0.38557503  0.38548368 -1.
 -1.          0.3923618  -1.          0.38502969 -1.         -1.
 -1.          0.39176077 -1.         -1.         -1.          0.39115189
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.          0.38245429
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
5,Si,2,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1.]",0
251,He,1,"[-0.72302909 -0.28048344 -0.09250202  0.09394465  0.14166554  0.21487673
  0.30308244  0.29913207  0.38528557  0.47931136  0.52787061  0.5732113
  0.63874015  0.66148805  0.72354479  0.73569187  0.76833656  0.76867551
  0.76828001  0.75707705  0.74698732  0.77474541  0.79982882  0.84138035
  0.84538621  0.87158444  0.85457446  0.85787188  0.86059035  0.81175637
  0.81374542  0.7954582   0.80348104  0.77571747  0.76123395  0.72165116
  0.68346903  0.70603123  0.65265338  0.62307393  0.60511493  0.58357243
  0.60117793  0.56247096  0.54992375  0.51291557  0.44638464  0.39463943
  0.5037966   0.43637125  0.34225732  0.46352724  0.60063126  0.63466266
  0.65747694  0.72987599  0.76318159  0.75101339  0.90014251  1.
  0.96780987  0.94720175  0.89339238  0.8396588   0.81348436  0.84293961
  0.90156949  0.89593579  0.87301783  0.86917675  0.83594514  0.8023886
  0.7731073   0.76216934  0.74644513  0.695332    0.70305289  0.65069147
  0.63629668  0.63082997  0.57790542  0.57832109  0.57025536  0.54673152
  0.50655076  0.50080798  0.4671947   0.5004116   0.44562764  0.46331185
  0.4430134   0.43308739  0.41706488  0.38144085  0.33810385  0.33643774
  0.32757861  0.26224591  0.23839412  0.26019483  0.25640094  0.2383125
  0.1841823   0.17473836  0.14205566  0.0705974   0.05475548 -0.04649913
 -0.12986194 -0.12503952 -0.10029171 -0.11785168 -0.09713553 -0.11105729
 -0.14663477 -0.1526848  -0.18314114 -0.20379564 -0.21575917 -0.2475092
 -0.26765794 -0.27010137 -0.28778629 -0.30109185 -0.34400412 -0.30065495
 -0.33350489 -0.33382518 -0.36631919 -0.32146331 -0.35302469 -0.37571966
 -0.37991664 -0.37701582 -0.35863397 -0.38305455 -0.40260908 -0.44491774
 -0.4305592  -0.37517699 -0.48629367 -0.53631028 -0.54967998 -0.54209066
 -0.51644866 -0.62318497 -0.52013852 -0.62692508 -0.58875003 -0.62560294
 -0.59618046 -0.58502809 -0.61253569 -0.61495871 -0.65758078 -0.61380916
 -0.70776416 -0.6808649  -0.66211255 -0.7690569  -0.67360143 -0.6989361
 -0.68929289 -0.71974268 -0.77824425 -0.78387792 -0.78206951 -0.8478737
 -0.75819695 -0.83545253 -0.81689055 -0.76725644 -0.77912091 -0.8371407
 -0.79836179 -0.82072993 -0.81201594 -0.89707963 -0.908878   -0.89816689
 -0.88785222 -0.91744209 -0.97759887 -0.88013229 -0.93769658 -0.92660578
 -1.         -0.95844435 -0.94252741 -0.88456088 -0.90214739 -0.89560788]",1
295,O,3,"[-1.         -1.         -1.         -1.          0.49773238  0.50590675
  0.66599291  0.64893921  0.71365923  0.68041125  0.78187462  0.84809591
  0.80732536  0.9360417   0.99738371  1.          0.96388544  0.82692289
  0.79538412  0.69235806  0.67271639  0.61963505  0.64468272  0.41516581
  0.61705864  0.49110091  0.4146836   0.40792947  0.49386626  0.49659215
  0.58309517  0.41545396  0.54818879  0.41293084 -1.          0.4127344
 -1.          0.41243983  0.41194687  0.49792601  0.41125313  0.40271012
 -1.         -1.          0.40292907 -1.         -1.          0.48854849
 -1.         -1.          0.4096525   0.4096525  -1.         -1.
  0.4093505  -1.         -1.         -1.         -1.          0.40884507
  0.40154034 -1.         -1.          0.40874288 -1.         -1.
 -1.          0.40884507  0.40154034 -1.          0.40874288 -1.
 -1.        ]",1
119,C,4,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
106,Fe,3,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
218,He,4,"[-0.72903016 -0.16199906 -0.16857309  0.08443684  0.35945339  0.55574599
  0.93230537  1.          0.62799906  0.99695778  0.99701872  0.81378907
  0.92902893  0.77446055  0.79686192  0.64878946  0.83084462  0.82968599
  0.45132242  0.42870025  0.55486047  0.69462341  0.79885385  0.69902974
  0.80131934  0.02177726  0.18593498 -0.16584877 -0.40294589 -0.82169897
 -0.37129431 -0.39684145 -0.18719703 -0.54936405 -0.11912462 -0.19035704
 -0.5431041  -0.10004785 -0.89328782 -0.57450753 -0.77231261 -0.52680311
 -0.17257179 -0.64567633 -0.39318694 -0.33347237 -0.10682329  0.53121193
  0.58882679  0.94116512  0.65278301  0.81916599  0.85088482  0.71498932
  0.46361341  0.50281237 -0.15514815 -0.04229482  0.05713506  0.45924321
  0.37894139  0.14053318  0.3751447   0.31200422  0.56805881 -0.02413682
 -0.22793618  0.05526354 -0.16580817 -1.         -0.66617406 -0.54004907]",0
38,O,4,"[-1.          0.75388859 -1.          1.         -1.         -1.
  0.94839554 -1.          0.76404079 -1.          0.75214951 -1.
 -1.         -1.          0.76423791  0.7539895   0.7539895   0.87957014
 -1.          0.8846659   0.75378762  0.75378762 -1.         -1.
  0.87436734 -1.         -1.          0.87426636 -1.          0.87951765
 -1.         -1.         -1.         -1.          0.87961912  0.87439257
 -1.         -1.         -1.          0.75393905 -1.         -1.
 -1.          0.76404079 -1.         -1.         -1.         -1.        ]",0
259,C,2,"[-1.          0.75213912  0.84112421  0.92079421  0.9465094   0.94058622
  0.96841473  0.99715956  1.          0.93680058  0.92078469  0.93545512
  0.85789895  0.87155586  0.86972428  0.86990491  0.88146373  0.87968535
  0.86132783  0.86615522  0.8638173   0.83950695  0.86224134  0.86561923
  0.87466023  0.85372565  0.84827722  0.83600074  0.78934118  0.80534565
  0.7701035   0.79620433  0.78889499  0.77464252  0.70128862  0.7504943
  0.76954686  0.73847622  0.68066686  0.72986606  0.68004194  0.67038266
  0.66127652  0.68962879  0.61913786  0.65027198  0.5136894   0.55673697
  0.58876685  0.60458455  0.64677399  0.6613716   0.5509949   0.50211307
  0.5198733   0.46450387  0.56704102  0.54713206  0.56431251  0.54804126
  0.33919257  0.42010135  0.4963324  -1.          0.46308116  0.52133995
  0.33421948  0.46035021 -1.          0.32478782  0.31634909  0.40982928
  0.40993188  0.33068085 -1.          0.41236786 -1.          0.41179963
 -1.          0.45710391  0.32282872 -1.         -1.         -1.
  0.32923504  0.40364256 -1.         -1.          0.45565778  0.32840144
 -1.         -1.         -1.         -1.         -1.          0.32016583
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.32016583 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.32692716 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.31881143  0.32703244 -1.         -1.
 -1.         -1.         -1.         -1.         -1.        ]",1
264,He,4,"[-0.47940331 -0.67002824 -0.65907982 -0.83343039 -1.         -0.63405034
 -0.52469934 -0.68447854 -0.71564295 -0.22219856  0.13191279  0.23195469
  0.35636051  0.39523972  0.56424153  0.47579856  0.50256016  0.34090457
  0.55200766  0.37832533  0.36413608  0.30736869  0.3012661   0.8652032
  1.          0.83363699  0.84899667  0.7208621   0.72692332  0.67326214
  0.60075795  0.65269633  0.56751297  0.57331029  0.56457541  0.33713406
  0.48553069  0.46595858  0.45759579  0.60028575  0.55061769  0.35624448
  0.4505347   0.48125601  0.34507504  0.35497879  0.41888823  0.24776976
  0.40257552  0.48760288  0.51073361  0.42654939  0.30662121  0.33621194
  0.33863138  0.47678717  0.3648797   0.39802451  0.23523207  0.19271477
  0.313458    0.26410213  0.16863754  0.26625565  0.01065781  0.10210139
  0.15981814  0.10091886  0.0205063   0.13973154  0.29930766  0.48376009]",1
12,N,1,"[ 0.85986681  0.90017784  0.92598375  0.93826512  0.93568969  0.98789928
  0.98646954  0.98907067  0.98810691  1.          0.9990054   0.95703391
  0.99637191  0.98364704  0.982388    0.97802751  0.98374876  0.95935834
  0.98915517  0.98708299  0.95586968  0.97053529  0.96923803  0.97022414
  0.93122945  0.98349317  0.97798733  0.94933146  0.98225318  0.94798084
  0.92794782  0.94612815  0.91502994  0.91947033  0.94199887  0.89944496
  0.91886684  0.88171826  0.92538895  0.86550357  0.87333527  0.86979725
  0.89231974  0.87845458  0.86866632  0.83849755  0.85082574  0.86856048
  0.8469573   0.80392969  0.82479466  0.85507684  0.81859966  0.81710706
  0.76655696  0.80080273  0.73072336  0.80418839  0.76618455  0.76927952
  0.81721544  0.76989685  0.71706508  0.78969922  0.75265489  0.76620941
  0.75201469  0.77401966  0.67934015  0.714265    0.67636671  0.65916252
  0.71290765  0.67185971  0.69811779  0.6858498   0.67190657  0.57097865
  0.74535937  0.63871597  0.67278583  0.69760813  0.6278188   0.67118621
  0.48361394  0.65650052  0.6196778   0.62064992  0.56944836  0.68339035
  0.59610995  0.65408443  0.52567774  0.59689009  0.47743333  0.61748399
  0.59180493  0.63843885  0.58412318  0.47655809  0.38423685  0.52926186
  0.56269037  0.52422039  0.47206458 -1.          0.52568593  0.53052915
  0.5634355  -1.          0.38986769  0.3897656   0.38205543  0.56270262
  0.37309089  0.52697285  0.38146111  0.47742138  0.38135206  0.46969994
  0.38869226  0.38102436 -1.          0.52372257  0.3884885  -1.
  0.3883853   0.38845251 -1.          0.38835168  0.46040274 -1.
 -1.          0.38811129  0.47279773  0.38811129 -1.         -1.
 -1.         -1.         -1.         -1.         -1.          0.38005923
 -1.          0.37996693 -1.         -1.         -1.         -1.
  0.37991306 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.          0.3797102   0.3797102
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.37954562 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.37954562 -1.         -1.         -1.         -1.          0.38700447
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.37948899 -1.         -1.         -1.
 -1.         -1.         -1.         -1.          0.38693649 -1.
 -1.         -1.          0.37945295  0.38700447 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.          0.37945295
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.38697049 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.38686605 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.37932413 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.37943492 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
312,O,4,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1.]",0
117,He,4,"[ 0.93448834  0.73127032  0.86376816  0.7641017   0.96175639 -1.
  0.85948347  0.86469355 -1.          0.98677512  0.86053933  0.86883628
  1.          0.87494936  0.91798442 -1.          0.92771797  0.8718266
 -1.         -1.          0.95994061  0.93067209  0.74418519  0.96624965
  0.85925552  0.92502137 -1.          0.86414765  0.7904902   0.96193205
  0.92231985  0.88200558  0.92006136  0.75782605  0.87107781  0.9055295
 -1.          0.73803268 -1.          0.77231001  0.85039532  0.7638368
  0.74113548  0.78123461  0.95162038  0.85842     0.7213308  -1.
 -1.        ]",0
298,Fe,3,"[ 0.93321517  0.94864624  0.86830324  1.          0.8888351   0.88324378
  0.89801443  0.83107521  0.79262136  0.79463434  0.88735282  0.8582226
  0.90414895  0.72349713 -1.          0.76400931  0.76592271  0.71262175
  0.7116383   0.71250191  0.81426334  0.72027893  0.78509993  0.65036901
  0.56382983 -1.         -1.          0.67028355 -1.         -1.
 -1.         -1.          0.56919391  0.57678578 -1.         -1.
 -1.         -1.          0.73109507  0.5615781  -1.          0.669626
 -1.         -1.         -1.         -1.          0.55924702  0.55857497]",1
25,C,4,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.          1.         -1.
 -1.         -1.         -1.         -1.         -1.          0.99974831
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",0
18,He,1,"[ 0.41578471  0.44837101  0.57546268  0.55091977  0.53692412  0.61146489
  0.63340963  0.63493629  0.60057464  0.64041837  0.59464967  0.61703478
  0.66355024  0.66916087  0.6434554   0.65380432  0.65486768  0.68054286
  0.86778467  0.89863528  1.          0.91287213  0.87443538  0.86209122
  0.86700506  0.92536542  0.88649995  0.87871991  0.89120417  0.87902776
  0.8820742   0.87475486  0.90970533  0.9617936   0.6633006   0.56681617
  0.50321083  0.44137899  0.40605414  0.38073699  0.31188293  0.2490201
  0.16447249  0.11965257  0.14958286  0.16874789  0.14690819  0.09170297
  0.07266017  0.077073    0.1080331   0.15074044  0.13995171  0.05376458
 -0.05885095 -0.1966625  -0.18977179 -0.19410511 -0.21273284 -0.22320583
 -0.18692456 -0.24579928 -0.21506957 -0.30423531 -0.29744815 -0.37175721
 -0.41555481 -0.38279427 -0.29182419 -0.27093068 -0.26812114 -0.23949003
 -0.27669195 -0.33139877 -0.29963705 -0.29417602 -0.30410682 -0.31986152
 -0.34139144 -0.34555345 -0.39671132 -0.3877749  -0.39278115 -0.37725266
 -0.41032712 -0.38009951 -0.39741987 -0.40913686 -0.43563824 -0.45691359
 -0.41783782 -0.45779473 -0.46736476 -0.44179481 -0.45397748 -0.47433324
 -0.46907777 -0.46138585 -0.5314264  -0.57617987 -0.53812583 -0.58580693
 -0.56745357 -0.59077252 -0.53015164 -0.51988666 -0.60209415 -0.55339983
 -0.58682018 -0.57861643 -0.57274279 -0.56144375 -0.54142523 -0.57245831
 -0.62224075 -0.60441793 -0.56398511 -0.59394958 -0.57133561 -0.62371983
 -0.56714522 -0.58954557 -0.5962474  -0.59349587 -0.5798639  -0.67253026
 -0.59608587 -0.60629817 -0.6164536  -0.74939929 -0.65999353 -0.67390879
 -0.69646692 -0.7457257  -0.66578192 -0.69842217 -0.70052262 -0.76697727
 -0.71972788 -0.82795716 -0.75575128 -0.70408088 -0.70895615 -0.75644052
 -0.71054796 -0.73986472 -0.7695977  -0.75079087 -0.76638785 -0.7174688
 -0.66083714 -0.70662535 -0.76025978 -0.73387753 -0.77386318 -0.78067152
 -0.79457252 -0.74628357 -0.76806121 -0.7971939  -0.81355134 -0.7945979
 -0.7369545  -0.83708146 -0.75199409 -0.83612178 -0.80544573 -0.78918122
 -0.86193734 -0.78824342 -0.89987042 -0.79501169 -0.78873104 -0.84298871
 -0.85328288 -0.78188964 -0.85326795 -0.80685425 -0.96511624 -0.97185324
 -0.97901114 -0.94557179 -1.         -0.91985222 -0.86416694 -0.99424596
 -0.96070985 -0.92849007 -0.87838975 -0.85765383 -0.91329081 -0.9101933 ]",1
